id,y
1,78.599
2,101.915
3,75.2
4,80.97
5,120.108
8,96.756
10,118.775
11,107.861
12,115.682
14,94.428
15,117.55
16,111.841
17,100.073
19,106.768
20,103.688
21,100.503
22,114.448
23,100.073
26,103.993
28,93.577
29,100.073
33,100.073
35,101.608
41,100.073
42,98.259
43,133.427
45,104.143
46,106.508
51,108.246
53,79.626
55,113.913
56,98.168
57,107.391
58,92.38
59,110.815
63,115.813
64,94.002
65,102.864
69,92.298
71,96.173
72,107.016
73,93.906
76,110.265
77,103.907
78,114.34
82,94.369
83,101.709
84,100.404
85,103.543
87,117.642
88,92.053
89,113.403
91,92.267
93,93.97
94,108.955
95,98.839
96,121.58
97,92.71
98,115.226
99,93.553
101,108.236
103,110.677
104,92.452
105,118.058
110,97.406
111,110.705
113,115.296
114,90.576
115,111.113
117,110.677
120,92.765
121,114.875
122,91.416
123,110.689
126,116.648
132,119.421
135,104.558
137,99.637
138,90.892
140,100.354
142,111.65
144,113.542
148,95.285
149,126.976
155,93.498
156,111.394
157,92.71
162,113.246
163,95.354
167,94.26
172,134.322
179,116.534
180,92.383
181,111.492
182,97.777
183,114.874
185,114.874
187,112.031
188,98.828
189,98.548
191,93.87
192,113.495
193,99.172
194,121.989
195,93.734
196,112.318
198,95.777
199,112.185
201,101.148
204,93.289
205,108.116
206,96.611
210,91.205
211,105.468
216,109.379
219,115.995
220,92.045
221,110.638
226,111.492
227,92.767
228,108.534
230,111.324
231,92.71
235,115.244
236,92.365
238,109.517
242,107.913
243,91.102
244,78.773
245,112.977
247,118.488
248,96.334
249,93.457
250,110.37
251,92.02
253,115.244
254,92.067
256,92.835
257,92.248
258,122.61
259,93.553
262,87.342
266,91.342
267,113.559
272,100.986
273,114.874
275,97.733
276,110.244
279,96.914
280,100.604
283,93.568
285,110.209
288,114.874
289,93.946
290,101.148
291,91.036
292,112.741
293,110.175
296,94.089
297,113.547
298,116.04
299,94.369
304,92.766
305,79.97
306,93.411
307,111.053
311,106.482
313,111.492
314,102.851
316,93.722
324,94.933
327,95.121
329,92.353
330,121.989
337,99.836
338,92.824
339,101.351
340,96.87
343,92.492
345,118.09
346,104.369
347,111.023
349,109.795
350,91.145
352,113.641
353,94.473
354,76.675
357,91.95
358,111.926
362,118.337
364,114.829
365,101.519
366,100.902
367,114.995
368,94.32
370,77.921
373,92.302
377,92.533
378,109.79
382,107.991
384,108.534
390,98.521
392,114.927
393,119.722
395,92.282
396,103.877
399,77.518
406,111.492
408,111.492
409,92.688
410,76.896
412,113.193
413,91.777
419,95.281
420,112.368
421,92.689
430,103.292
434,93.314
436,92.106
437,100.392
438,94.229
439,112.314
440,90.632
443,112.08
446,92.53
448,102.278
452,95.179
453,106.705
457,101.148
458,99.064
459,117.076
460,103.658
462,104.641
464,101.927
465,115.995
467,115.818
471,114.394
472,80.304
473,96.929
475,96.627
480,98.358
488,114.899
490,111.053
491,103.144
492,76.589
493,98.023
497,91.235
498,115.504
499,90.778
500,104.798
501,99.064
502,113.017
506,78.178
510,108.788
511,92.015
512,95.181
516,91.305
518,90.427
519,109.672
521,91.671
522,116.367
526,118.067
529,93.695
532,109.439
533,92.087
536,113.088
537,105.748
539,95.396
540,103.081
541,95.438
543,99.704
546,109.833
547,90.501
548,75.935
551,91.401
552,101.717
556,103.403
557,91.804
558,112.607
559,94.76
560,109.764
562,108.28
566,92.638
570,113.122
571,100.392
572,100.604
573,98.635
575,115.995
576,111.209
577,90.906
579,91.815
580,113.69
581,119.058
589,111.053
591,101.643
593,93.825
594,103.003
595,107.142
598,91.401
602,111.059
604,113.301
606,110.835
608,100.902
609,105.674
610,96.553
616,112.513
617,96.032
618,101.459
620,103.979
622,110.71
623,93.816
624,135.087
626,114.468
628,113.405
629,93.885
630,110.822
637,91.088
638,101.156
643,96.974
645,98.358
646,126.077
648,93.75
652,92.877
653,100.392
654,113.122
656,115.928
657,100.254
659,95.213
660,106.127
663,95.218
664,110.101
666,106.247
668,109.621
669,91.377
671,149.725
675,92.73
677,92.137
678,113.067
679,113.083
682,94.64
685,105.856
687,92.612
688,91.542
693,112.087
696,97.847
698,94.551
701,100.329
704,105.386
705,117.0
709,114.556
710,90.982
711,100.702
712,94.891
714,112.074
715,94.821
716,111.053
717,99.436
720,118.09
721,93.87
724,101.799
725,91.654
726,113.745
728,110.825
731,93.522
734,103.565
738,93.771
745,111.295
746,95.651
751,76.34
754,90.696
756,91.989
758,96.179
759,110.377
761,114.355
766,96.671
767,113.245
768,96.451
769,116.044
770,93.65
771,76.468
772,112.027
773,90.43
774,108.73
776,109.291
777,97.218
780,134.322
782,105.866
787,102.335
788,95.396
792,96.124
793,110.906
798,97.207
800,93.183
806,111.053
809,112.652
811,123.691
812,90.972
814,115.995
816,105.203
817,95.094
818,109.734
820,109.296
823,99.718
829,93.821
830,111.287
831,91.03
834,111.551
839,91.086
841,81.181
844,104.331
845,100.778
848,92.766
850,94.897
851,102.565
852,94.748
854,95.92
855,95.844
856,108.305
859,100.737
861,109.077
864,90.628
865,110.873
866,96.051
867,91.5
869,93.01
871,92.849
872,111.053
882,105.821
883,93.314
885,94.037
888,95.121
893,109.452
901,113.626
903,103.144
904,97.625
905,112.166
910,96.621
911,114.731
914,114.18
918,112.561
921,92.921
928,91.757
929,106.389
932,93.93
933,105.277
934,96.621
935,110.166
937,79.157
939,94.139
940,105.333
941,92.391
942,104.613
943,91.026
944,103.486
947,111.449
949,113.294
951,112.826
952,95.864
953,103.144
954,84.456
957,110.255
959,95.23
960,121.806
963,115.995
965,112.24
967,106.91
971,94.068
972,79.626
973,96.455
974,108.729
975,97.851
978,115.138
980,115.277
981,91.616
984,111.597
986,96.621
988,93.275
989,108.907
990,107.81
992,114.525
996,102.246
999,115.27
1000,101.33
1001,110.873
1002,92.698
1003,109.291
1004,94.052
1008,108.403
1009,93.401
1010,112.835
1012,117.492
1013,99.715
1014,117.591
1015,94.553
1016,115.995
1019,91.45
1020,112.24
1021,96.621
1022,106.433
1024,96.621
1025,81.578
1027,92.43
1028,117.876
1029,92.09
1030,94.017
1033,110.641
1036,97.454
1037,112.185
1038,98.019
1042,94.082
1043,104.949
1044,93.085
1045,111.776
1047,116.504
1050,97.471
1051,110.43
1054,99.718
1056,92.896
1057,92.982
1059,97.071
1062,102.029
1063,107.538
1064,92.896
1066,91.5
1070,107.008
1076,111.849
1077,106.184
1078,111.507
1080,110.529
1082,109.914
1083,94.547
1089,110.989
1091,96.714
1093,93.689
1097,96.103
1099,89.748
1101,96.621
1103,100.14
1104,117.319
1106,109.953
1109,89.881
1110,119.745
1111,101.979
1112,111.967
1114,100.876
1116,109.711
1117,113.361
1120,97.078
1124,113.429
1125,91.021
1126,111.394
1134,109.511
1137,91.998
1138,111.128
1144,113.89
1145,107.167
1146,102.851
1148,100.871
1150,96.641
1152,102.627
1153,96.634
1154,103.553
1155,98.541
1157,91.198
1162,94.082
1165,110.641
1166,90.854
1167,112.32
1168,99.534
1169,100.737
1171,115.244
1172,91.319
1173,100.737
1174,93.197
1176,97.537
1177,110.524
1178,93.629
1182,109.63
1186,98.358
1187,109.599
1188,92.222
1189,134.322
1191,105.897
1192,99.59
1197,111.782
1198,92.988
1200,79.87
1201,92.604
1203,93.018
1209,115.995
1214,108.816
1218,113.444
1222,96.688
1226,91.933
1228,93.379
1230,90.211
1232,81.396
1233,105.429
1236,116.504
1238,90.393
1241,113.89
1244,102.798
1246,93.446
1247,110.723
1250,118.881
1251,91.874
1254,112.561
1255,91.993
1256,110.775
1257,96.498
1258,97.56
1259,113.524
1260,101.359
1263,112.504
1267,76.643
1268,107.343
1271,99.59
1272,109.833
1274,105.623
1275,94.082
1276,109.624
1277,92.747
1279,102.851
1281,94.766
1282,92.222
1283,118.637
1285,114.935
1286,90.154
1289,110.386
1296,110.044
1299,96.641
1301,102.246
1306,95.091
1307,99.861
1308,95.591
1313,109.624
1314,96.707
1315,119.745
1316,92.771
1317,109.833
1319,90.628
1323,93.635
1324,110.186
1325,90.875
1328,101.848
1329,91.846
1330,109.077
1331,95.745
1332,107.557
1337,109.819
1338,108.859
1339,91.671
1340,112.08
1343,118.806
1347,106.787
1348,90.074
1349,103.655
1352,102.851
1354,98.217
1359,112.334
1360,96.922
1363,109.833
1364,99.44
1365,102.021
1366,93.114
1372,99.336
1375,101.407
1376,92.365
1378,88.687
1379,115.801
1380,96.425
1381,100.49
1384,111.162
1387,95.785
1388,112.975
1392,78.488
1394,99.552
1395,96.622
1396,111.856
1398,97.666
1399,111.856
1400,96.506
1401,90.964
1403,94.263
1404,110.942
1406,111.856
1407,102.97
1408,112.504
1410,76.698
